Run Time / SSI Loop,1,2,3,4,5,6,7,8,9,10
1,80.12,79.96,80.12,80.51,80.15,80.03,80.19,80.13,80.03,80.29
2,80.31,80.13,80.09,80.03,80.19,80.12,80.3,80.07,80.27,80.28
3,80.14,80.05,79.95,80.25,80.13,80.11,80.12,80.12,80.49,80.11
4,80.22,80.06,80.01,80.07,80.19,80.29,80.03,80.38,80.16,80.11
5,80.01,79.98,80.07,80.06,80.05,80.1,80.16,80.18,79.97,80.3
6,80.06,80.12,80.3,80.1,80.08,80.32,79.88,80.14,80.11,80.19
7,80.22,80.26,80.25,80.21,80.2,80.11,80.22,80.11,80.23,80.12
8,80.08,80.17,80.36,80.43,79.99,80.2,80.05,80.19,80.07,79.88
9,80.25,80.25,80.15,80.01,79.79,80.22,80.03,80.17,80.23,79.86
10,80.64,80.1,80.01,80.21,80.07,80.1,80.59,80.4,80.26,80.39
