Run Time / SSI Loop,1,2,3,4,5,6,7,8,9,10
1,80.0,80.25,80.06,80.37,80.18,80.08,79.97,79.94,79.74,80.08
2,80.1,80.07,80.27,80.16,80.28,80.04,80.11,80.17,80.3,80.01
3,80.1,79.86,80.34,80.01,80.15,79.84,80.13,80.22,80.06,79.98
4,80.0,80.08,80.06,80.19,80.26,79.95,80.08,79.99,80.33,80.02
5,80.2,80.01,79.87,79.95,80.03,80.24,80.09,80.06,79.82,80.04
6,80.16,80.16,80.06,80.12,80.02,80.1,80.15,80.26,79.86,80.25
7,80.05,79.95,80.02,80.14,79.95,80.04,79.89,79.98,80.07,80.08
8,79.7,80.05,79.97,79.95,80.02,80.11,79.9,80.07,80.19,80.12
9,80.03,80.05,80.17,79.97,80.34,80.04,79.9,80.05,79.81,79.82
10,80.21,80.15,80.21,80.16,80.25,80.11,80.12,79.95,79.98,80.13
