Run Time / SSI Loop,1,2,3,4,5,6,7,8,9,10
1,77.39,77.32,77.5,77.12,77.21,77.42,77.36,77.37,77.49,77.23
2,77.35,77.6,77.21,77.31,77.61,77.73,77.17,77.31,77.27,77.08
3,77.63,77.71,77.34,77.34,77.11,77.08,77.12,77.3,77.47,77.27
4,77.23,77.41,77.31,77.28,77.29,77.51,77.48,77.17,77.45,77.36
5,77.21,77.43,77.4,77.51,77.33,77.38,76.9,77.19,77.23,77.49
6,77.34,77.08,77.32,77.54,77.25,77.46,77.54,77.25,77.34,77.25
7,77.31,77.4,77.3,77.24,77.16,77.29,77.36,77.62,77.33,77.16
8,77.62,77.38,77.34,77.41,77.14,77.2,77.77,77.12,77.6,77.32
9,77.45,77.69,77.51,77.51,77.35,77.36,77.33,77.56,77.38,77.16
10,77.03,77.45,77.61,77.24,77.43,77.25,77.24,77.34,77.1,77.29
