Run Time / SSI Loop,1,2,3,4,5,6,7,8,9,10
1,79.08,79.02,79.18,79.32,79.18,79.3,79.17,79.29,78.94,79.15
2,78.96,78.88,78.99,78.89,79.04,79.08,79.32,78.93,79.13,78.96
3,79.04,79.43,78.91,79.06,79.2,79.02,79.19,79.05,79.05,79.07
4,79.26,79.28,78.91,79.14,79.32,79.2,79.05,79.3,79.41,79.2
5,79.1,79.33,79.06,78.91,79.44,79.42,79.24,79.09,79.26,79.32
6,78.94,79.21,78.99,78.93,79.28,79.39,79.39,79.15,79.56,79.14
7,79.25,79.45,79.08,79.12,79.21,79.15,79.16,79.28,79.02,79.17
8,78.83,79.09,79.04,79.28,79.06,79.11,79.09,79.14,79.0,78.93
9,78.99,79.11,79.05,79.45,79.08,79.23,78.95,79.02,78.83,78.94
10,79.08,79.2,79.06,79.44,79.39,79.26,78.83,79.25,79.19,79.03
