Run Time / SSI Loop,1,2,3,4,5,6,7,8,9,10
1,71.07,70.97,70.94,71.17,71.04,,,,,
2,70.95,70.91,71.08,70.96,71.08,,,,,
3,71.08,70.85,70.77,71.06,70.85,,,,,
4,71.09,71.15,71.02,71.02,71.06,,,,,
5,70.72,71.1,71.05,71.02,71.2,,,,,
6,,,,,,,,,,
7,,,,,,,,,,
8,,,,,,,,,,
9,,,,,,,,,,
10,,,,,,,,,,
