Run Time / SSI Loop,1,2,3,4,5,6,7,8,9,10
1,80.77,80.57,80.92,80.66,80.7,80.75,80.82,80.73,80.84,80.94
2,80.57,80.7,80.61,80.74,80.86,80.78,80.55,80.72,80.89,80.94
3,80.64,80.75,80.88,80.7,80.74,80.79,80.67,80.76,80.7,80.63
4,80.85,80.83,80.67,80.74,80.77,80.66,80.95,80.64,80.88,80.75
5,80.74,80.79,80.69,80.8,80.79,80.38,80.78,80.64,80.85,80.93
6,80.68,80.74,80.57,80.72,80.82,80.74,80.94,80.74,80.78,80.74
7,80.68,80.74,80.67,80.7,80.79,80.63,80.75,80.72,80.68,80.72
8,80.79,80.65,80.91,80.65,80.7,80.67,80.65,80.76,80.6,80.73
9,80.86,80.67,80.7,80.81,80.71,80.78,80.76,80.79,80.82,80.7
10,80.77,80.62,80.67,80.79,80.86,80.68,80.44,80.55,80.88,80.63
