Run Time / SSI Loop,1,2,3,4,5,6,7,8,9,10
1,62.53,,,,,,,,,
2,62.4,,,,,,,,,
3,62.42,,,,,,,,,
4,62.41,,,,,,,,,
5,62.46,,,,,,,,,
6,,,,,,,,,,
7,,,,,,,,,,
8,,,,,,,,,,
9,,,,,,,,,,
10,,,,,,,,,,
