Run Time / SSI Loop,1,2,3,4,5,6,7,8,9,10
1,75.5,,,,,,,,,
2,75.71,,,,,,,,,
3,75.59,,,,,,,,,
4,75.65,,,,,,,,,
5,75.63,,,,,,,,,
6,75.59,,,,,,,,,
7,75.52,,,,,,,,,
8,75.57,,,,,,,,,
9,75.48,,,,,,,,,
10,75.65,,,,,,,,,
