Run Time / SSI Loop,1,2,3,4,5,6,7,8,9,10
1,74.96,,,,,,,,,
2,74.62,,,,,,,,,
3,74.99,,,,,,,,,
4,74.99,,,,,,,,,
5,74.84,,,,,,,,,
6,75.17,,,,,,,,,
7,74.75,,,,,,,,,
8,74.84,,,,,,,,,
9,74.68,,,,,,,,,
10,74.59,,,,,,,,,
