Run Time / SSI Loop,1,2,3,4,5,6,7,8,9,10
1,73.51,,,,,,,,,
2,73.13,,,,,,,,,
3,72.93,,,,,,,,,
4,73.54,,,,,,,,,
5,73.4,,,,,,,,,
6,72.01,,,,,,,,,
7,73.56,,,,,,,,,
8,73.58,,,,,,,,,
9,74.01,,,,,,,,,
10,72.59,,,,,,,,,
