Run Time / SSI Loop,1,2,3,4,5,6,7,8,9,10
1,68.42,68.43,68.48,68.43,68.5,,,,,
2,68.42,68.38,68.44,68.35,68.4,,,,,
3,68.41,68.42,68.46,68.41,68.36,,,,,
4,68.35,68.38,68.38,68.47,68.44,,,,,
5,68.33,68.37,68.41,68.44,68.42,,,,,
6,,,,,,,,,,
7,,,,,,,,,,
8,,,,,,,,,,
9,,,,,,,,,,
10,,,,,,,,,,
