Run Time / SSI Loop,1,2,3,4,5,6,7,8,9,10
1,75.26,,,,,,,,,
2,75.48,,,,,,,,,
3,75.22,,,,,,,,,
4,75.48,,,,,,,,,
5,75.22,,,,,,,,,
6,75.16,,,,,,,,,
7,75.44,,,,,,,,,
8,75.37,,,,,,,,,
9,75.27,,,,,,,,,
10,75.37,,,,,,,,,
