Run Time / SSI Loop,1,2,3,4,5,6,7,8,9,10
1,81.52,81.65,81.52,81.59,81.55,81.53,81.56,81.58,81.58,81.56
2,81.5,81.74,81.63,81.63,81.55,81.62,81.59,81.63,81.68,81.52
3,81.45,81.57,81.52,81.57,81.6,81.54,81.62,81.66,81.5,81.48
4,81.47,81.47,81.63,81.56,81.59,81.61,81.67,81.57,81.63,81.57
5,81.52,81.5,81.55,81.63,81.44,81.53,81.5,81.45,81.61,81.6
6,81.59,81.7,81.59,81.7,81.46,81.52,81.54,81.59,81.63,81.53
7,81.6,81.47,81.57,81.61,81.5,81.53,81.55,81.64,81.65,81.58
8,81.6,81.56,81.54,81.65,81.69,81.61,81.67,81.59,81.57,81.58
9,81.66,81.58,81.58,81.56,81.55,81.49,81.45,81.57,81.7,81.7
10,81.59,81.55,81.58,81.69,81.57,81.5,81.54,81.55,81.59,81.65
