Run Time / SSI Loop,1,2,3,4,5,6,7,8,9,10
1,62.57,,,,,,,,,
2,62.7,,,,,,,,,
3,65.28,,,,,,,,,
4,62.01,,,,,,,,,
5,63.15,,,,,,,,,
6,63.11,,,,,,,,,
7,61.18,,,,,,,,,
8,60.86,,,,,,,,,
9,62.29,,,,,,,,,
10,59.81,,,,,,,,,
