Run Time / SSI Loop,1,2,3,4,5,6,7,8,9,10
1,78.57,78.95,78.7,78.83,78.89,79.04,79.2,78.98,78.75,78.94
2,78.9,78.91,78.97,78.66,78.85,79.04,78.57,78.7,78.62,78.84
3,78.85,79.12,78.65,79.24,78.85,78.63,78.98,79.37,78.77,78.95
4,79.09,78.63,78.78,78.87,79.1,78.61,78.99,78.95,78.91,78.78
5,78.97,78.87,78.7,78.76,78.87,78.83,78.44,78.91,79.15,78.7
6,78.78,78.63,78.81,78.52,78.96,79.19,78.99,78.9,79.02,78.6
7,78.89,79.0,78.88,78.73,79.19,78.76,79.06,79.06,79.13,78.55
8,79.02,78.91,79.03,79.15,78.55,78.87,78.89,79.04,78.91,78.72
9,78.82,79.16,78.72,78.55,79.18,79.08,78.85,78.81,78.81,78.62
10,78.51,78.8,78.76,78.75,78.89,79.12,79.13,78.9,79.08,78.7
