Run Time / SSI Loop,1,2,3,4,5,6,7,8,9,10
1,56.6,,,,,,,,,
2,57.06,,,,,,,,,
3,56.62,,,,,,,,,
4,57.04,,,,,,,,,
5,57.26,,,,,,,,,
6,,,,,,,,,,
7,,,,,,,,,,
8,,,,,,,,,,
9,,,,,,,,,,
10,,,,,,,,,,
