Run Time / SSI Loop,1,2,3,4,5,6,7,8,9,10
1,62.47,,,,,,,,,
2,62.19,,,,,,,,,
3,62.32,,,,,,,,,
4,62.38,,,,,,,,,
5,62.29,,,,,,,,,
6,,,,,,,,,,
7,,,,,,,,,,
8,,,,,,,,,,
9,,,,,,,,,,
10,,,,,,,,,,
