Run Time / SSI Loop,1,2,3,4,5,6,7,8,9,10
1,74.78,,,,,,,,,
2,75.1,,,,,,,,,
3,74.14,,,,,,,,,
4,74.43,,,,,,,,,
5,74.06,,,,,,,,,
6,74.66,,,,,,,,,
7,75.01,,,,,,,,,
8,75.23,,,,,,,,,
9,75.24,,,,,,,,,
10,75.02,,,,,,,,,
